ShipmentID,SPID,PID,GID,Shipdate,Amount,Boxes,Order_Status
S00131751,SP22,P14,G5,08-Feb-24,2855.25,102,Delivered
S00131752,SP22,P14,G5,13-Mar-25,8244,375,Placed
S00131768,SP22,P01,G1,22-May-24,4614.75,210,Cancelled
S00131776,SP22,P01,G4,27-May-24,2040.75,108,Delivered
S00131778,SP22,P01,G5,28-Apr-23,6729.75,337,Cancelled
S00131781,SP22,P01,G6,18-Apr-24,6975,279,Delivered
S00131788,SP22,P01,G3,26-Jun-24,1698.75,90,Delivered
S00131795,SP22,P01,G6,22-Aug-24,3305.25,138,Cancelled
S00131796,SP22,P01,G1,12-Mar-24,5739.75,221,Delivered
S00131800,SP22,P01,G2,20-Sep-24,2481.75,119,Delivered
S00131801,SP22,P01,G2,21-Apr-23,12170.25,609,Delivered
S00131802,SP22,P01,G3,12-Feb-25,1192.5,63,Shipped
S00131810,SP22,P01,G1,28-Feb-25,1570.5,61,Shipped
S00131819,SP22,P01,G4,01-Dec-23,2749.5,138,Delivered
S00131828,SP22,P06,G2,06-Nov-23,5953.5,662,Delivered
S00131835,SP22,P06,G5,14-May-24,450,65,Delivered
S00131838,SP22,P06,G1,20-Sep-23,5571,558,Delivered
S00131839,SP22,P06,G1,13-Sep-24,8914.5,1274,Delivered
S00131845,SP22,P06,G4,11-Jun-24,5447.25,779,Delivered
S00131851,SP22,P06,G6,28-Feb-25,2376,238,Shipped
S00131853,SP22,P06,G1,14-Feb-24,11031.75,1003,Delivered
S00131854,SP22,P06,G1,24-Dec-24,20794.5,1486,Delivered
S00131870,SP22,P06,G2,13-Dec-24,4088.25,372,Delivered
S00131879,SP22,P06,G6,10-Sep-24,4565.25,352,Delivered
S00131888,SP22,P19,G4,20-Dec-23,4644,245,Delivered
S00131893,SP22,P19,G6,28-Dec-23,5253.75,277,Delivered
S00131894,SP22,P19,G1,31-Oct-23,10021.5,502,Delivered
S00131895,SP22,P19,G1,14-May-24,171,8,Delivered
S00131896,SP22,P19,G1,01-Nov-24,5242.5,202,Delivered
S00131898,SP22,P19,G2,21-Feb-24,7737.75,387,Delivered
S00131902,SP22,P19,G4,05-May-23,6320.25,317,Delivered
S00131929,SP22,P19,G4,04-Dec-23,5672.25,299,Delivered
S00131940,SP22,P19,G2,02-Aug-23,8246.25,359,Delivered
S00131954,SP22,P15,G2,06-Jan-23,9517.5,952,Delivered
S00131955,SP22,P15,G2,14-Dec-23,3138.75,197,Delivered
S00131969,SP22,P15,G2,03-Jan-25,1264.5,98,Shipped
S00131980,SP22,P15,G1,28-Feb-23,839.25,70,Delivered
S00131996,SP22,P15,G2,26-Sep-24,6648.75,605,Delivered
S00132003,SP22,P15,G5,23-Dec-24,8435.25,563,Delivered
S00132031,SP22,P11,G5,28-Nov-23,3021.75,252,Delivered
S00132044,SP22,P11,G5,26-Nov-24,915.75,71,Delivered
S00132053,SP22,P11,G2,27-Nov-23,11238.75,1022,Delivered
S00132058,SP22,P11,G5,05-Jun-23,4846.5,693,Delivered
S00132068,SP22,P11,G3,09-Dec-24,9396,723,Delivered
S00132080,SP22,P10,G2,19-Jun-23,5438.25,389,Delivered
S00132081,SP22,P10,G2,14-Dec-23,8723.25,624,Delivered
S00132090,SP22,P10,G1,10-Aug-23,4153.5,277,Delivered
S00132091,SP22,P10,G1,25-Sep-24,3879,278,Delivered
S00132092,SP22,P10,G1,23-Aug-23,6153.75,362,Delivered
S00132099,SP22,P10,G4,21-Feb-23,5062.5,422,Delivered
S00132114,SP22,P10,G5,28-Oct-24,3723.75,196,Cancelled
S00132151,SP22,P04,G2,17-Jun-24,4455,179,Delivered
S00132152,SP22,P04,G3,24-Feb-23,15563.25,677,Delivered
S00132159,SP22,P04,G6,25-Jun-24,11063.25,443,Delivered
S00132165,SP22,P04,G2,04-Dec-24,5863.5,255,Delivered
S00132168,SP22,P04,G4,03-Jul-23,11009.25,459,Delivered
S00132169,SP22,P04,G4,12-Jun-24,5598,224,Delivered
S00132182,SP22,P16,G4,03-Jan-25,1773,66,Shipped
S00132185,SP22,P16,G5,20-May-24,1446.75,54,Delivered
S00132192,SP22,P16,G2,16-Jan-23,3726,144,Delivered
S00132197,SP22,P16,G4,13-Jun-23,774,33,Delivered
S00132215,SP22,P16,G6,29-Mar-24,12024,501,Delivered
S00132225,SP22,P16,G4,11-Mar-25,4920.75,224,Placed
S00132235,SP22,P16,G2,01-Jul-24,7164,287,Delivered
S00132236,SP22,P16,G3,22-Nov-24,1122.75,57,Delivered
S00132242,SP22,P16,G5,11-Feb-25,7294.5,365,Shipped
S00132245,SP22,P16,G1,24-Jan-25,4054.5,185,Shipped
S00132257,SP22,P16,G6,19-May-23,4394.25,163,Cancelled
S00132272,SP22,P21,G1,29-Nov-23,10932.75,576,Delivered
S00132285,SP22,P21,G6,18-Jan-24,7569,330,Delivered
S00132293,SP22,P21,G4,09-Apr-24,15394.5,770,Delivered
S00132296,SP22,P21,G5,29-May-23,2403,121,Delivered
S00132318,SP22,P21,G2,07-Jul-23,9339.75,550,Delivered
S00132326,SP22,P21,G5,21-Feb-24,5271.75,264,Delivered
S00132332,SP22,P21,G2,07-Nov-24,5555.25,327,Delivered
S00132337,SP22,P21,G4,13-Aug-24,4430.25,222,Delivered
S00132340,SP22,P21,G5,01-Sep-23,1662.75,80,Delivered
S00132353,SP22,P05,G5,07-Dec-23,3361.5,141,Delivered
S00132367,SP22,P05,G5,08-Jan-24,7643.25,319,Delivered
S00132384,SP22,P05,G1,02-Jun-23,10356.75,518,Delivered
S00132389,SP22,P05,G2,13-Jun-23,5843.25,244,Delivered
S00132391,SP22,P05,G4,05-Jun-23,1590.75,76,Delivered
S00132397,SP22,P05,G6,24-Nov-23,3033,138,Delivered
S00132402,SP22,P12,G2,04-Jan-24,2497.5,100,Delivered
S00132403,SP22,P12,G2,17-Mar-25,9225,385,Placed
S00132409,SP22,P12,G5,11-Apr-23,5447.25,218,Delivered
S00132412,SP22,P12,G1,05-Mar-24,8435.25,338,Delivered
S00132415,SP22,P12,G1,19-Sep-24,4486.5,196,Delivered
S00132416,SP22,P12,G2,02-Jun-23,5148,286,Delivered
S00132424,SP22,P12,G5,04-Apr-24,10235.25,466,Delivered
S00132436,SP22,P12,G5,16-May-23,5312.25,242,Delivered
S00132445,SP22,P03,G2,04-May-23,2351.25,131,Delivered
S00132457,SP22,P03,G1,22-May-23,1050.75,44,Delivered
S00132462,SP22,P03,G4,15-Jan-24,7276.5,304,Cancelled
S00132464,SP22,P03,G5,17-Dec-24,1165.5,51,Cancelled
S00132472,SP22,P03,G2,07-Dec-23,4434.75,193,Delivered
S00132487,SP22,P03,G2,03-Aug-23,6399,320,Delivered
S00132489,SP22,P03,G4,23-Oct-23,2952,141,Delivered
S00132490,SP22,P03,G4,11-Dec-23,13050,653,Delivered
S00132492,SP22,P03,G5,14-Feb-23,4207.5,248,Delivered
S00132511,SP22,P03,G1,26-Jul-23,5141.25,258,Cancelled
S00132518,SP22,P03,G4,04-Dec-23,4407.75,201,Delivered
S00132519,SP22,P03,G4,15-Aug-24,5350.5,282,Delivered
S00132525,SP22,P22,G1,09-Oct-23,5125.5,184,Delivered
S00132526,SP22,P22,G1,16-Jan-23,2466,99,Delivered
S00132563,SP22,P22,G5,19-Aug-24,9852.75,395,Delivered
S00132566,SP22,P22,G1,13-Jan-25,2072.25,77,Shipped
S00132567,SP22,P22,G1,01-Nov-24,6970.5,241,Delivered
S00132570,SP22,P22,G2,11-Jul-23,2439,102,Delivered
S00132574,SP22,P22,G4,01-Sep-23,3314.25,133,Delivered
S00132576,SP22,P22,G5,19-Dec-23,2479.5,83,Delivered
S00132580,SP22,P22,G1,07-Nov-24,3874.5,155,Delivered
S00132583,SP22,P22,G1,06-Feb-25,1260,53,Shipped
S00132586,SP22,P22,G3,16-Feb-24,7416,297,Delivered
S00132587,SP22,P22,G4,27-Aug-24,2650.5,99,Delivered
S00132590,SP22,P22,G5,14-Apr-23,9245.25,386,Delivered
S00132600,SP22,P07,G3,08-Dec-23,4808.25,283,Delivered
S00132606,SP22,P07,G5,16-Nov-23,4047.75,253,Delivered
S00132615,SP22,P07,G4,24-Jan-25,4299.75,287,Shipped
S00132627,SP22,P07,G2,23-Dec-24,5940,372,Delivered
S00132631,SP22,P07,G4,29-Jul-24,4639.5,387,Delivered
S00132635,SP22,P07,G6,11-Dec-24,3030.75,160,Cancelled
S00132637,SP22,P17,G1,27-Oct-23,9236.25,356,Delivered
S00132661,SP22,P17,G5,22-Jul-24,8871.75,355,Delivered
S00132666,SP22,P17,G1,11-Dec-24,16994.25,680,Delivered
S00132668,SP22,P17,G2,13-Nov-23,1197,47,Delivered
S00132672,SP22,P17,G4,08-Sep-23,9409.5,337,Delivered
S00132679,SP22,P17,G1,21-Sep-23,8745.75,324,Delivered
S00132684,SP22,P17,G3,19-Apr-24,9056.25,324,Delivered
S00132691,SP22,P17,G6,05-Sep-23,14463,603,Delivered
S00132703,SP22,P17,G5,03-May-24,9940.5,383,Delivered
S00132708,SP22,P08,G1,01-Feb-23,5818.5,529,Delivered
S00132712,SP22,P08,G3,10-Feb-23,7600.5,507,Delivered
S00132720,SP22,P08,G1,13-Feb-23,8979.75,642,Delivered
S00132722,SP22,P08,G1,16-Aug-23,7488,535,Delivered
S00132726,SP22,P08,G3,19-Apr-24,2684.25,245,Delivered
S00132734,SP22,P08,G1,16-Nov-23,2299.5,210,Delivered
S00132735,SP22,P08,G1,31-Mar-25,978.75,70,Placed
S00132738,SP22,P08,G2,09-Feb-23,5285.25,331,Delivered
S00132739,SP22,P08,G2,01-Sep-23,1179,99,Delivered
S00132744,SP22,P08,G5,13-Dec-24,2220.75,139,Delivered
S00132760,SP22,P08,G5,17-Mar-23,5600.25,431,Delivered
S00132765,SP22,P08,G1,11-Jan-23,8226,549,Delivered
S00132772,SP22,P08,G5,05-Feb-25,12910.5,807,Shipped
S00132774,SP22,P08,G5,04-Jul-23,12831.75,1167,Delivered
S00132787,SP22,P08,G5,23-Jun-23,576,58,Delivered
S00132796,SP22,P13,G3,02-Jun-23,1057.5,97,Delivered
S00132799,SP22,P13,G4,08-Aug-24,6520.5,725,Delivered
S00132804,SP22,P13,G1,04-Jun-24,1563.75,313,Delivered
S00132805,SP22,P13,G1,10-Aug-23,12577.5,1398,Delivered
S00132809,SP22,P13,G2,17-Nov-23,7425,619,Delivered
S00132815,SP22,P13,G5,20-Dec-23,9126,1304,Delivered
S00132817,SP22,P13,G6,17-Jan-24,891,112,Delivered
S00132825,SP22,P13,G4,10-Feb-23,2265.75,252,Delivered
S00132826,SP22,P13,G4,12-Nov-24,7038,782,Delivered
S00132829,SP22,P13,G5,30-Aug-23,6327,528,Delivered
S00132850,SP22,P02,G2,13-Mar-25,8322.75,555,Placed
S00132858,SP22,P02,G5,18-Jan-24,1449,182,Delivered
S00132861,SP22,P02,G1,08-Jul-24,2886.75,263,Delivered
S00132877,SP22,P20,G1,18-Sep-24,438.75,44,Delivered
S00132881,SP22,P20,G4,09-Sep-24,4128.75,459,Delivered
S00132883,SP22,P20,G4,28-Dec-23,1991.25,166,Delivered
S00132892,SP22,P20,G2,20-Jul-23,3246.75,464,Cancelled
S00132896,SP22,P20,G4,11-Apr-24,1716.75,215,Delivered
S00132904,SP22,P20,G1,16-Feb-23,2445.75,306,Delivered
S00132911,SP22,P20,G4,06-Mar-23,4945.5,381,Delivered
S00132913,SP22,P20,G5,28-Jun-24,4920.75,821,Delivered
S00132916,SP22,P20,G1,13-Mar-25,15495.75,1722,Placed
S00132925,SP22,P20,G4,15-Nov-23,7319.25,1220,Delivered
S00132939,SP22,P20,G4,24-Dec-24,1752.75,160,Delivered
S00132943,SP22,P20,G6,09-Jul-24,9105.75,911,Delivered
S00132945,SP22,P20,G1,20-Nov-24,12177,1523,Delivered
S00132947,SP22,P20,G1,14-Mar-24,13146.75,1879,Delivered
S00132949,SP22,P20,G2,03-Jul-24,15936.75,1993,Delivered
S00132951,SP22,P20,G4,16-May-23,13857.75,1733,Delivered
S00132954,SP22,P20,G5,15-Dec-23,4315.5,540,Delivered
S00132960,SP22,P09,G1,04-Jan-24,1732.5,109,Delivered
S00132961,SP22,P09,G1,24-Apr-23,1422,72,Delivered
S00132969,SP22,P09,G5,07-Jun-24,11877.75,743,Delivered
S00132973,SP22,P09,G1,15-Dec-23,2533.5,181,Cancelled
S00132975,SP22,P09,G1,19-Apr-23,8390.25,560,Delivered
S00132985,SP22,P09,G6,02-Nov-23,3460.5,267,Delivered
S00132986,SP22,P09,G1,02-Jan-25,4322.25,333,Shipped
S00132991,SP22,P09,G2,05-Jun-24,7578,542,Cancelled
S00132993,SP22,P09,G4,04-Oct-23,5152.5,272,Delivered
S00132997,SP22,P09,G5,22-Oct-24,2405.25,134,Delivered
S00133006,SP22,P09,G3,05-Jul-23,2542.5,134,Delivered
S00133010,SP22,P09,G5,18-Mar-25,15966,1065,Placed
S00133014,SP22,P18,G1,17-Jul-24,6428.25,307,Delivered
S00133017,SP22,P18,G1,09-Jan-24,6414.75,257,Cancelled
S00133020,SP22,P18,G3,15-Nov-23,3395.25,142,Cancelled
S00133027,SP22,P18,G6,09-May-23,7773.75,410,Delivered
S00133029,SP22,P18,G1,05-Oct-23,5888.25,246,Delivered
S00133035,SP22,P18,G4,19-Dec-24,6747.75,270,Delivered
S00133039,SP22,P18,G5,03-Jun-24,3939.75,172,Delivered
S00133042,SP22,P18,G1,06-Nov-24,8498.25,405,Delivered
S00133055,SP22,P18,G6,24-Jun-24,8064,384,Delivered
S00133056,SP22,P14,G1,29-Jun-23,1809,87,Delivered
S00133063,SP22,P14,G4,26-Jun-24,13729.5,573,Delivered
S00133064,SP22,P14,G4,29-Mar-23,8491.5,304,Delivered
S00133069,SP22,P14,G6,22-Mar-24,1752.75,77,Delivered
S00133072,SP22,P14,G1,26-Mar-25,4900.5,205,Placed
S00133089,SP22,P14,G2,04-Mar-25,7508.25,342,Placed
S00133098,SP22,P14,G1,04-Oct-23,6648.75,290,Delivered
S00133103,SP22,P14,G2,07-Aug-23,5949,284,Delivered
S00133105,SP22,P14,G4,14-Jun-23,6725.25,250,Delivered
S00133119,SP22,P01,G4,07-Nov-23,3057.75,123,Delivered
S00133126,SP22,P01,G1,27-Jan-25,2070,83,Shipped
S00133133,SP22,P01,G4,08-Mar-24,114.75,5,Delivered
S00133138,SP22,P01,G5,21-May-24,346.5,15,Delivered
S00133153,SP22,P01,G6,27-Jun-24,3879,177,Delivered
S00133157,SP22,P01,G1,20-Jan-25,7715.25,297,Shipped
S00133158,SP22,P01,G2,07-Jun-23,2846.25,114,Delivered
S00133169,SP22,P06,G1,29-Jul-24,2117.25,177,Delivered
S00133175,SP22,P06,G4,18-Jul-23,9873,1235,Delivered
S00133187,SP22,P06,G2,03-Mar-25,12366,1031,Placed
S00133191,SP22,P06,G4,01-Apr-24,6426,714,Delivered
S00133214,SP22,P06,G2,31-Mar-23,11191.5,1244,Delivered
S00133215,SP22,P06,G2,15-Feb-24,2884.5,222,Delivered
S00133221,SP22,P06,G5,12-Jul-23,6511.5,466,Delivered
S00133227,SP22,P19,G1,21-Feb-25,3647.25,146,Cancelled
S00133231,SP22,P19,G4,13-Dec-23,360,14,Delivered
S00133238,SP22,P19,G1,17-Nov-23,5778,276,Delivered
S00133242,SP22,P19,G2,24-Nov-23,2688.75,142,Delivered
S00133249,SP22,P19,G5,26-Dec-24,5512.5,251,Delivered
S00133255,SP22,P19,G1,25-Nov-24,2727,137,Delivered
S00133257,SP22,P19,G2,15-Jan-24,6896.25,266,Delivered
S00133263,SP22,P19,G5,05-Oct-23,2949.75,141,Delivered
S00133281,SP22,P19,G1,03-Jul-24,6480,282,Delivered
S00133285,SP22,P19,G2,13-Sep-24,13428,538,Delivered
S00133288,SP22,P19,G4,29-Mar-23,2261.25,87,Cancelled
S00133293,SP22,P19,G6,09-Jan-23,4835.25,194,Delivered
S00133301,SP22,P15,G4,16-Feb-23,3395.25,378,Delivered
S00133322,SP22,P15,G1,15-Aug-24,254.25,20,Delivered
S00133337,SP22,P15,G1,05-Feb-25,13637.25,1364,Shipped
S00133342,SP22,P15,G3,24-Jan-23,1881,171,Cancelled
S00133354,SP22,P15,G2,18-Nov-24,7393.5,740,Delivered
S00133356,SP22,P15,G3,27-Jan-23,2783.25,279,Delivered
S00133361,SP22,P15,G5,31-Jan-24,6104.25,437,Delivered
S00133367,SP22,P11,G1,13-Jun-24,3928.5,492,Cancelled
S00133373,SP22,P11,G4,01-Sep-23,4581,573,Delivered
S00133375,SP22,P11,G5,05-Jan-23,3831.75,349,Delivered
S00133377,SP22,P11,G6,27-Feb-24,6257.25,482,Delivered
S00133381,SP22,P11,G1,09-Aug-23,4839.75,605,Delivered
S00133383,SP22,P11,G2,07-Feb-23,2560.5,233,Delivered
S00133396,SP22,P11,G2,28-Aug-24,3307.5,301,Delivered
S00133398,SP22,P11,G3,12-Jan-23,5060.25,390,Delivered
S00133402,SP22,P11,G5,30-Apr-24,3552.75,445,Delivered
S00133407,SP22,P11,G1,23-Jan-24,753.75,84,Delivered
S00133420,SP22,P10,G1,17-Feb-25,5262.75,310,Shipped
S00133423,SP22,P10,G1,10-May-24,7265.25,455,Delivered
S00133430,SP22,P10,G5,04-Jan-23,8480.25,447,Delivered
S00133436,SP22,P10,G1,16-May-23,2850.75,151,Delivered
S00133437,SP22,P10,G1,31-Oct-23,7677,427,Delivered
S00133439,SP22,P10,G2,17-Oct-24,5886,310,Delivered
S00133448,SP22,P10,G1,30-Aug-24,6606,441,Delivered
S00133449,SP22,P10,G1,17-Nov-23,5276.25,440,Delivered
S00133451,SP22,P10,G1,11-Jun-24,4722.75,249,Delivered
S00133456,SP22,P10,G4,20-Nov-24,4873.5,375,Delivered
S00133458,SP22,P10,G5,13-Dec-24,7080.75,591,Delivered
S00133460,SP22,P10,G5,22-Aug-24,5991.75,428,Delivered
S00133472,SP22,P04,G5,25-Jan-24,12501,432,Delivered
S00133476,SP22,P04,G1,15-Feb-24,5910.75,212,Delivered
S00133495,SP22,P04,G2,07-Jan-25,3910.5,135,Shipped
S00133499,SP22,P04,G4,04-Dec-23,5109.75,197,Delivered
S00133502,SP22,P04,G5,06-Feb-24,3467.25,158,Delivered
S00133505,SP22,P04,G1,22-Nov-24,9666,358,Delivered
S00133527,SP22,P16,G4,29-May-24,488.25,21,Delivered
S00133532,SP22,P16,G1,27-Jan-25,7049.25,294,Shipped
S00133539,SP22,P16,G4,23-Dec-24,3271.5,137,Delivered
S00133543,SP22,P16,G5,21-Jan-25,14400,655,Shipped
S00133547,SP22,P16,G1,06-Aug-24,9882,366,Delivered
S00133548,SP22,P16,G1,11-Apr-23,10782,415,Delivered
S00133560,SP22,P16,G1,15-Jul-24,8210.25,374,Delivered
S00133563,SP22,P16,G1,25-Mar-25,9036,411,Placed
S00133565,SP22,P16,G2,03-Jan-24,11931.75,543,Delivered
S00133571,SP22,P16,G5,26-Feb-25,9789.75,377,Shipped
S00133572,SP22,P16,G5,16-Jul-24,9711,405,Delivered
S00133578,SP22,P16,G2,18-Dec-24,4610.25,231,Delivered
S00133579,SP22,P16,G2,07-Dec-23,15210,564,Delivered
S00133583,SP22,P16,G4,04-Nov-24,2918.25,133,Delivered
S00133585,SP22,P16,G5,18-Sep-23,4887,181,Delivered
S00133590,SP22,P16,G1,04-Jan-24,7681.5,385,Delivered
S00133597,SP22,P16,G4,30-May-24,2335.5,90,Delivered
S00133602,SP22,P16,G1,14-Nov-23,11949.75,460,Delivered
S00133604,SP22,P16,G1,14-Mar-24,8997.75,409,Delivered
S00133616,SP22,P21,G1,30-Sep-24,2085.75,110,Delivered
S00133621,SP22,P21,G2,17-Feb-25,5274,330,Shipped
S00133624,SP22,P21,G4,18-Dec-23,2713.5,124,Delivered
S00133634,SP22,P21,G2,29-Jan-24,3291.75,194,Delivered
S00133643,SP22,P21,G6,06-Feb-24,16339.5,1022,Cancelled
S00133644,SP22,P21,G1,25-Jul-24,8302.5,489,Delivered
S00133645,SP22,P21,G1,11-Oct-23,10257.75,467,Delivered
S00133649,SP22,P21,G2,04-Jul-24,2999.25,137,Delivered
S00133660,SP22,P21,G1,16-Feb-23,13781.25,766,Cancelled
S00133661,SP22,P21,G1,06-Jul-23,7668,480,Delivered
S00133670,SP22,P21,G5,19-Oct-23,11792.25,694,Delivered
S00133674,SP22,P21,G1,07-Apr-23,11938.5,747,Delivered
S00133683,SP22,P21,G5,09-Jan-25,3537,209,Shipped
S00133686,SP22,P05,G1,16-Feb-23,6291,300,Cancelled
S00133689,SP22,P05,G1,17-Apr-23,3953.25,209,Delivered
S00133694,SP22,P05,G4,15-Aug-23,780.75,31,Delivered
S00133695,SP22,P05,G4,16-Jan-24,4374,231,Delivered
S00133700,SP22,P05,G1,31-Jul-23,6957,367,Delivered
S00133703,SP22,P05,G1,11-Oct-24,11540.25,608,Delivered
S00133704,SP22,P05,G2,21-Jan-25,9204.75,485,Shipped
S00133706,SP22,P05,G3,14-Jan-25,2891.25,126,Shipped
S00133712,SP22,P05,G5,03-Jan-25,6041.25,252,Shipped
S00133725,SP22,P05,G5,18-Dec-24,1674,80,Cancelled
S00133731,SP22,P05,G1,31-Oct-23,8849.25,385,Delivered
S00133741,SP22,P05,G6,13-May-24,5276.25,203,Delivered
S00133753,SP22,P12,G5,24-Dec-24,4977,249,Delivered
S00133766,SP22,P12,G5,21-Jul-23,3512.25,147,Delivered
S00133768,SP22,P12,G5,24-Jul-23,8322.75,463,Delivered
S00133774,SP22,P12,G2,21-Oct-24,3219.75,140,Delivered
S00133786,SP22,P03,G1,22-Nov-23,4646.25,259,Delivered
S00133788,SP22,P03,G2,18-Oct-24,1217.25,56,Delivered
S00133799,SP22,P03,G1,22-Oct-24,3026.25,145,Delivered
S00133801,SP22,P03,G1,30-Mar-23,4803.75,201,Delivered
S00133806,SP22,P03,G4,20-Jul-23,4187.25,233,Delivered
S00133808,SP22,P03,G5,12-Dec-23,6079.5,304,Delivered
S00133829,SP22,P03,G1,03-Mar-23,8093.25,450,Delivered
S00133842,SP22,P03,G1,08-Feb-24,1471.5,78,Delivered
S00133843,SP22,P03,G1,19-Dec-23,2911.5,133,Delivered
S00133844,SP22,P03,G2,08-Nov-23,11916,497,Delivered
S00133849,SP22,P03,G4,24-Nov-23,650.25,28,Delivered
S00133858,SP22,P03,G2,27-May-24,2364.75,113,Delivered
S00133870,SP22,P22,G1,12-Nov-24,4452.75,149,Delivered
S00133888,SP22,P22,G3,05-Feb-24,9342,360,Delivered
S00133890,SP22,P22,G4,03-Oct-24,7701.75,321,Delivered
S00133891,SP22,P22,G4,25-Dec-23,1100.25,43,Delivered
S00133893,SP22,P22,G5,17-Dec-24,4884.75,196,Delivered
S00133898,SP22,P22,G1,10-Jul-24,6709.5,224,Delivered
S00133899,SP22,P22,G1,10-Feb-25,2745,115,Shipped
S00133902,SP22,P22,G3,23-Jul-24,10928.25,377,Delivered
S00133922,SP22,P22,G5,05-Jan-23,4783.5,165,Delivered
S00133925,SP22,P22,G1,27-May-24,4041,145,Delivered
S00133927,SP22,P22,G1,19-Jun-23,5897.25,236,Cancelled
S00133928,SP22,P22,G2,03-Jul-24,7965,285,Delivered
S00133940,SP22,P07,G1,22-Feb-23,9081,505,Delivered
S00133963,SP22,P07,G5,25-Nov-24,2283.75,191,Delivered
S00133965,SP22,P07,G6,16-May-24,317.25,17,Delivered
S00133971,SP22,P07,G2,21-Mar-24,1818,130,Delivered
S00133983,SP22,P17,G1,19-Sep-23,4837.5,173,Delivered
S00133987,SP22,P17,G4,18-Jul-23,6511.5,284,Delivered
S00133990,SP22,P17,G5,28-Mar-25,9137.25,339,Placed
S00133993,SP22,P17,G6,14-Jul-23,5688,219,Delivered
S00133996,SP22,P17,G1,15-Jul-24,8482.5,303,Delivered
S00134000,SP22,P17,G3,21-Nov-24,9481.5,339,Delivered
S00134001,SP22,P17,G4,13-Mar-24,522,19,Delivered
S00134005,SP22,P17,G5,14-Dec-23,8559,357,Delivered
S00134007,SP22,P17,G6,06-Jul-23,265.5,13,Delivered
S00134013,SP22,P17,G2,26-Jan-24,769.5,34,Delivered
S00134016,SP22,P17,G4,13-Jun-24,9200.25,384,Delivered
S00134019,SP22,P17,G5,14-Nov-24,4918.5,170,Delivered
S00134021,SP22,P17,G6,31-Oct-24,6851.25,312,Delivered
S00134035,SP22,P17,G6,06-Jun-23,2306.25,83,Delivered
S00134052,SP22,P08,G1,31-Jan-24,8788.5,628,Delivered
S00134054,SP22,P08,G2,07-Sep-23,4446,371,Delivered
S00134061,SP22,P08,G5,02-Jun-23,9983.25,999,Delivered
S00134064,SP22,P08,G1,28-Aug-23,7296.75,664,Delivered
S00134079,SP22,P08,G1,11-Sep-24,2250,250,Delivered
S00134080,SP22,P08,G1,26-Mar-24,12793.5,1422,Delivered
S00134081,SP22,P08,G1,17-Oct-23,4659.75,311,Delivered
S00134085,SP22,P08,G4,05-Nov-24,2992.5,231,Delivered
S00134096,SP22,P08,G2,11-Sep-23,0,0,Delivered
S00134099,SP22,P08,G4,13-Mar-24,1428.75,103,Delivered
S00134106,SP22,P08,G1,06-Feb-25,2967.75,186,Shipped
S00134108,SP22,P08,G1,25-Oct-23,2344.5,157,Delivered
S00134113,SP22,P08,G4,29-Aug-23,4691.25,294,Delivered
S00134122,SP22,P08,G1,24-Jun-24,3660.75,407,Delivered
S00134129,SP22,P08,G4,03-Dec-24,3431.25,344,Delivered
S00134139,SP22,P13,G2,17-Jun-24,4875.75,610,Delivered
S00134140,SP22,P13,G3,07-Aug-23,7404.75,618,Delivered
S00134143,SP22,P13,G4,05-Mar-25,2956.5,592,Placed
S00134147,SP22,P13,G6,20-Jan-23,21906,4382,Delivered
S00134152,SP22,P13,G2,03-Jan-25,4236.75,707,Shipped
S00134165,SP22,P13,G1,17-Sep-24,4864.5,443,Delivered
S00134166,SP22,P13,G2,13-Nov-24,1752.75,176,Delivered
S00134169,SP22,P13,G4,07-Feb-23,3426.75,572,Delivered
S00134178,SP22,P13,G1,30-Nov-23,265.5,54,Delivered
S00134188,SP22,P13,G5,16-Feb-24,148.5,22,Delivered
S00134193,SP22,P02,G1,18-Apr-24,837,77,Delivered
S00134197,SP22,P02,G4,02-Oct-24,326.25,28,Delivered
S00134242,SP22,P20,G5,03-Feb-23,15174,1518,Delivered
S00134259,SP22,P20,G6,12-Feb-25,5463,547,Shipped
S00134264,SP22,P20,G2,27-Oct-23,3026.25,337,Delivered
S00134271,SP22,P20,G5,28-Feb-24,4333.5,620,Delivered
S00134302,SP22,P09,G1,14-Feb-24,427.5,24,Delivered
S00134303,SP22,P09,G1,13-Aug-24,1206,61,Delivered
S00134311,SP22,P09,G4,25-Nov-24,4063.5,271,Delivered
S00134315,SP22,P09,G6,12-Oct-23,249.75,17,Delivered
S00134317,SP22,P09,G1,24-Oct-24,11886.75,595,Delivered
S00134321,SP22,P09,G2,07-Feb-25,4043.25,270,Shipped
S00134333,SP22,P09,G1,27-Sep-24,1458,73,Delivered
S00134336,SP22,P09,G3,28-Feb-25,8367.75,465,Cancelled
S00134340,SP22,P09,G5,06-Oct-23,3764.25,236,Delivered
S00134352,SP22,P09,G4,19-Oct-23,3424.5,181,Delivered
S00134365,SP22,P18,G4,21-Jul-23,6365.25,354,Delivered
S00134366,SP22,P18,G4,20-Nov-23,9438.75,450,Delivered
S00134371,SP22,P18,G6,27-Jan-25,7737.75,323,Shipped
S00134379,SP22,P18,G4,16-Aug-24,8988.75,409,Delivered
S00134388,SP22,P18,G1,29-Jul-24,9364.5,446,Delivered
S00134391,SP22,P18,G2,14-Sep-23,10073.25,438,Delivered
S00134403,SP22,P14,G1,07-Jan-25,3570.75,171,Shipped
